"","Actb","Amacr","Calm1","Cox6b1","Cox7c","Dcx","Erh","Gapdh","Golph3","H3f3a","Hes1","Hes5","Map2","Mtmr12","Nefl","Nefm","Nes","Neurod1","Notch1","Pax6","Ppia","Rpl18","Sox1","Sox2","Sub1","Taf1","Taf2","Tars","Tbr1","Tubb3","Vim","Zfr"
"Ppia",-0.0578862114515905,0.0777569303222585,-0.0232775096889987,0.129042473928306,0.156646643274503,-0.250537489136016,0.146697111717345,0.263806613593722,0.013976612993565,-0.0438415593723626,0.250651671910148,0.196190413522239,-0.251825661819985,0.00465228819917225,0.0369154376342268,0.0338219378913572,0.112261565811462,-0.248843280899536,0.188070227209984,0.187440558636451,0,0.0698493497534579,0.134512263160388,0.139801712920118,0.235929361661562,0.0306831737730915,-0.00466988691682726,0.0467311919536954,-0.0280432927437763,-0.164056866390682,0.196109157669147,0.0498795263391847
"Rpl18",-0.220605368942026,-0.0242661378553926,-0.225460388021366,-0.0823866151479596,-0.0433127480470261,-0.141695190725525,0.127224520839585,0.0980727615218179,-0.0183007859966714,0.0996308026627894,0.221787392022341,0.229721501910454,-0.187707590415852,-0.0177776461002317,-0.175102961703336,-0.1137499176494,0.134957259357805,-0.0839167878138235,0.239288895951524,0.241545756891804,0.0698493497534579,0,0.128373304374567,0.169679646965485,0.109000656025378,0.00431066537452224,0.0302556550346574,-0.000535670663501931,-0.129394813297799,-0.307099848236973,0.236870634302804,-0.0632896688737194
"Sox1",-0.144335551042429,-0.00212722448168159,-0.200928402513592,-0.0684978180295251,0.00685863446527421,-0.132809895296197,0.0832950201392956,0.138151196997206,-0.0022950608409249,0.0525518728114558,0.271844271107083,0.284216532196584,-0.0837921654267233,0.0218105731833289,-0.0524696759185342,-0.0511479624613873,0.151745499121861,-0.132540093642016,0.237632588295604,0.280531667705044,0.134512263160388,0.128373304374567,0,0.294793206061189,0.145396135708339,0.057033425975131,0.0606721769305877,0.0154842749253779,-0.0567260479524946,-0.22543459395869,0.19596072121416,0.045942578544997
"Sox2",-0.23591890129743,-0.00913917396478852,-0.313715707614212,-0.0615296554710415,-0.0190901410016606,-0.235314541636867,0.195423877976624,0.18782132905939,0.0636138023924358,0.0784014035872243,0.440090208811865,0.474518981576289,-0.168958889543967,0.0266378904363168,-0.112191899307152,-0.0933231298535724,0.291237769012329,-0.169642767612987,0.410026884470771,0.484828447471615,0.139801712920118,0.169679646965485,0.294793206061189,0,0.247785146832528,0.105636956048348,0.0514946179742947,0.0330375194953136,-0.0596280767108404,-0.397471995327609,0.340022406154613,0.089368578210682
"Sub1",-0.185987855323693,0.0104234712281731,-0.168844221775806,0.0340368451762266,0.079313173934075,-0.237204124878407,0.0917456472229275,0.185417106625836,0.0361376199165618,-0.0135297739885036,0.275212873662961,0.282690313188844,-0.145684147181246,0.0129992502745219,-0.0239214875579679,-0.0684986876970788,0.145558040865937,-0.261306831346889,0.208154247610992,0.242141016483285,0.235929361661562,0.109000656025378,0.145396135708339,0.247785146832528,0,0.0191093391427818,0.00862207829360374,0.0404796837651178,0.0342323028539325,-0.333375629743734,0.146186743350835,0.0785268710341804
"Taf1",-0.0405608638757142,-0.0367577035871419,-0.0545408042380914,-0.0238252873319323,0.00660276551826584,0.0354099514982716,-0.0243250419795237,0.0541787732855499,0.0274504792461777,-0.00698159171885363,0.0583264636044319,0.0688865629245007,0.0208550750822456,0.031795186459248,0.0154470531955123,0.0220963517932608,0.0767344179966403,-0.00271426458236134,0.0543866182529446,0.0701601212073338,0.0306831737730915,0.00431066537452224,0.057033425975131,0.105636956048348,0.0191093391427818,0,0.0492000347729248,0.0348890892141622,0.0220954096264902,-0.0636008745019868,0.00813555352724268,0.0300500304765633
"Taf2",-0.0394039885720509,-0.0185515448557171,-0.023241544296451,-0.0296320283005066,-0.00917993852944074,0.0222494510004089,-0.00721980343706208,0.00739810031445453,0.0467538316731854,-0.0493010307414967,0.0389419981474907,0.00933073599287971,0.0381896762464197,-0.00757316740477977,0.0161604066142939,-0.00274579305229204,0.0223946158162139,0.0209522483535551,0.0262372587422104,0.0307583115342467,-0.00466988691682726,0.0302556550346574,0.0606721769305877,0.0514946179742947,0.00862207829360374,0.0492000347729248,0,0.0159005358174833,0.0260111197203843,-0.0414896228726206,-0.00129690620697398,0.00357587088154835
"Tars",-0.0457439386720128,-0.0355386396614815,-0.0220623738003618,0.0194102279032813,-0.0236753024050399,-0.0241994488866462,0.00400437590955254,0.0205875247734487,0.00587735890589817,-0.0580078826381545,0.0338277554334869,0.0273179203962287,0.0139159608059702,-0.0189480043990163,0.00150194621909957,0.0469959525786567,0.0467303116564314,-0.0631785898538937,0.0421378397896516,0.0473371352086417,0.0467311919536954,-0.000535670663501931,0.0154842749253779,0.0330375194953136,0.0404796837651178,0.0348890892141622,0.0159005358174833,0,-0.00477996218038101,-0.0369182727933267,0.000961469029415869,0.02479836538586
"Tbr1",-0.00825237647611314,0.0184263058355213,0.0691758903810038,-0.00986900572993859,0.0242741216587666,0.0855607979169643,-0.104620372807394,-0.0169260647247294,-0.0218649528572173,-0.00329678818659454,-0.139527045773638,-0.117132397900552,0.146325916247113,0.0155336806546084,0.0838608977404344,0.0142153059453787,-0.0606724836436497,0.0445162768960293,-0.0770895767936554,0.000524080529571639,-0.0280432927437763,-0.129394813297799,-0.0567260479524946,-0.0596280767108404,0.0342323028539325,0.0220954096264902,0.0260111197203843,-0.00477996218038101,0,0.0312451207767397,-0.195291329233646,0.0862470437181176
"Tubb3",0.334679108756981,0.0313361665993317,0.39222013501171,0.029793055881271,-0.0321456520065715,0.349913085403515,-0.0912758114822294,-0.195640187100353,-0.0575019551444297,-0.0229854171292754,-0.485281494688445,-0.437890782369704,0.25228933481955,-0.0507876705726507,0.165616646469122,0.177469928461931,-0.259874045007699,0.22013852799462,-0.41160371553023,-0.463302846911923,-0.164056866390682,-0.307099848236973,-0.22543459395869,-0.397471995327609,-0.333375629743734,-0.0636008745019868,-0.0414896228726206,-0.0369182727933267,0.0312451207767397,0,-0.352854343050817,-0.0524371379783815
"Vim",-0.178272956639824,0.00598575547181221,-0.256225404003703,-0.0402249007762623,0.0217775475632321,-0.296228660687821,0.178422457039946,0.173441855055009,0.0462092084893507,0.0128084720880062,0.428299395367966,0.410584382617131,-0.267906639115352,0.0388595640480658,-0.115226835197288,-0.131073739306309,0.22179838330959,-0.0886127940473762,0.369824602620337,0.39085456954943,0.196109157669147,0.236870634302804,0.19596072121416,0.340022406154613,0.146186743350835,0.00813555352724268,-0.00129690620697398,0.000961469029415869,-0.195291329233646,-0.352854343050817,0,-0.00659377808288016
"Zfr",-0.00462503100876085,0.0351080165129053,-0.0481216940740619,-0.0177325100168659,0.050106500425342,0.015305337196829,-0.0181823553770096,0.0475531660635904,0.00614936182904956,-0.0449745278088864,0.0562382381024221,0.0630321150217009,0.0221710201985277,0.011192836453736,0.0792524494765705,0.0289158509885798,0.0200159169654386,-0.0473381971402869,0.0358867145933685,0.0523199752899008,0.0498795263391847,-0.0632896688737194,0.045942578544997,0.089368578210682,0.0785268710341804,0.0300500304765633,0.00357587088154835,0.02479836538586,0.0862470437181176,-0.0524371379783815,-0.00659377808288016,0
